,INSTNM,CITY,STABBR,PREDDEG,LOCALE,ADM_RATE,SATVR75,SATMT75,UGDS,TUITIONFEE_IN,TUITIONFEE_OUT,C150_4,RET_FT4,C100_4,ICLEVEL,BOOKSUPPLY,ROOMBOARD_ON,OTHEREXPENSE_ON,ROOMBOARD_OFF,OTHEREXPENSE_OFF,MN_EARN_WNE_P10,STUFACR,MD_EARN_WNE_MALE0_P10,MD_EARN_WNE_MALE1_P10,BBRR4_FED_UG_PAIDINFULL,AVGFACSAL,PRGMOFR,MD_FAMINC,MEDIAN_HH_INC,PCTFLOAN,INEXPFTE,TUITFTE,RET_FT4_POOLED
5172,WellSpring School of Allied Health-Lawrence,Lawrence,KS,1,13.0,,,,41.0,,,,,,2,,,,,,PrivacySuppressed,8.0,25917.0,39498.0,0.10-0.14,3750.0,2.0,22781,,0.6667,2438.0,7050.0,
5173,Manuel and Theresa's School of Hair Design-Victoria,Victoria,TX,1,13.0,,,,19.0,,,,,,3,,,,,,PrivacySuppressed,25.0,23521.0,,<=0.20,,1.0,20880,,0.5385,5750.0,7419.0,
5174,Tricoci University of Beauty Culture-Chicago NE,Chicago,IL,1,11.0,,,,123.0,,,,,,3,,,,,,PrivacySuppressed,13.0,34224.0,,0.05-0.09,,3.0,15564,,0.5967,6845.0,11561.0,
5175,Los Angeles Pacific University,San Dimas,CA,3,21.0,,,,1363.0,10800.0,10800.0,0.3158,1.0,0.4545,1,1200.0,,,15336.0,3744.0,,22.0,,,PrivacySuppressed,7496.0,,,,0.7085,1939.0,12909.0,0.5294
5176,Avalon Institute-Phoenix,Phoenix,AZ,1,11.0,,,,491.0,,,,,,3,,,,,,23000,21.0,25946.0,24776.0,0.1,,5.0,23353,66538.28,0.5952,2999.0,6744.0,
5177,Avalon Institute-Layton,Layton,UT,1,21.0,,,,203.0,,,,,,3,,,,,,23000,15.0,25946.0,24776.0,0.1,,4.0,23353,66538.28,0.8266,3627.0,6806.0,
5178,Aveda Institute-Des Moines,West Des Moines,IA,1,13.0,,,,163.0,,,,,,2,,,,,,,15.0,,,0.05-0.09,,3.0,37296,,0.5478,4176.0,10149.0,
5179,Fortis Institute-Lawrenceville,Lawrenceville,NJ,1,21.0,,,,266.0,,,,,,3,,,,,,29300,24.0,33296.0,37876.0,0.06,,5.0,16166,65104.59,0.6291,2595.0,6894.0,
5180,Relay Graduate School of Education,New York,NY,1,11.0,,,,170.0,,,,,,1,,,,,,,35.0,,,PrivacySuppressed,9175.0,,PrivacySuppressed,,0.027,5721.0,8821.0,
5181,Miller-Motte College-Macon,Macon,GA,1,12.0,,,,249.0,,,,,,2,,,,,,28100,24.0,26522.0,35029.0,0.03,3926.0,4.0,16310,52030.84,0.6549,3313.0,8738.0,
5182,South University-Savannah Online,Savannah,GA,3,12.0,,,,4748.0,14494.0,14494.0,0.0516,0.3956,0.0275,1,1500.0,,,7792.0,6782.0,40200,19.0,33112.0,43950.0,0.05,5781.0,,20000,55764.27,0.6408,3517.0,8120.0,0.3264
5183,San Joaquin Valley College-Temecula,Temecula,CA,1,12.0,,,,595.0,,,,,,2,,,,,,33400,21.0,31409.0,47268.0,0.06,5949.0,16.0,15708,51804.36,0.5463,4510.0,9244.0,
5184,Whitworth University-Adult Degree Programs,Spokane,WA,3,21.0,,,,227.0,,,,,,1,,,,,,48000,14.0,51777.0,65689.0,0.25,3509.0,,63155,63739.65,0.6527,7586.0,17819.0,
5185,The Colleges of Law at Santa Barbara,Santa Barbara,CA,4,13.0,,,,,,,,,,1,,,,,,,,,,PrivacySuppressed,,,PrivacySuppressed,,,8256.0,29166.0,
5186,Springfield College-Regional Online and Continuing Education,Springfield,MA,3,12.0,,,,354.0,,,,,,1,,,,,,48500,8.0,43739.0,60582.0,0.11,8268.0,,46944.5,64281.13,0.7901,6940.0,11837.0,
5187,Marian Health Careers Center-Van Nuys Campus,Van Nuys,CA,1,11.0,,,,81.0,,,,,,3,,,,,,60100,12.0,60823.0,59378.0,<=0.10,,1.0,26319,52801.55,0.4859,4792.0,8017.0,
5188,Milan Institute-Las Vegas,Las Vegas,NV,1,11.0,,,,211.0,,,,,,3,,,,,,22000,15.0,22268.0,32369.0,0.05,,7.0,12561,53620.34,0.5099,2069.0,5856.0,
5189,Catholic Distance University,Charles Town,WV,3,31.0,,,,77.0,8405.0,8405.0,,1.0,,1,625.0,,,7177.0,2075.0,,3.0,,,PrivacySuppressed,2946.0,,39957.5,,0.1429,2862.0,11814.0,1.0
5190,New York School of Esthetics & Day Spa,white plains,NY,1,13.0,,,,119.0,,,,,,3,,,,,,,12.0,,,<=0.20,,1.0,23214.5,,0.3744,5410.0,11893.0,
5191,Panache Academy of Beauty,Baraboo,WI,1,32.0,,,,65.0,,,,,,3,,,,,,,8.0,,,<=0.20,,6.0,20763,,0.5714,1111.0,6126.0,
5192,Finger Lakes Health College of Nursing & Health Sciences,Geneva,NY,2,32.0,,,,106.0,12980.0,12980.0,,,,2,900.0,,,7920.0,1300.0,34300,6.0,34748.0,41834.0,0.08,6337.0,,32408,57577.45,0.4407,4613.0,13466.0,
5193,ASI Career Institute,Turnersville,NJ,1,21.0,,,,60.0,,,,,,3,,,,,,,9.0,,,<=0.10,,5.0,15309,,0.3468,3822.0,3315.0,
5194,Christine Valmy International School of Esthetics & Cosmetology,Pine Brook,NJ,1,21.0,,,,282.0,,,,,,3,,,,,,,15.0,,,0.20-0.29,,4.0,26968,,0.3878,2888.0,10951.0,
5195,City College-Hollywood,Hollywood,FL,2,21.0,0.8,,,183.0,14355.0,14355.0,,,,2,1250.0,,,13383.0,6741.0,31600,12.0,29424.0,37145.0,0.02,4583.0,,14979,51554.73,0.7047,11548.0,22150.0,
5196,Paul Mitchell the School-Arlington,Arlington,TX,1,11.0,,,,329.0,,,,,,3,,,,,,32800,22.0,30210.0,19438.0,0.06,,4.0,24337.5,83172.47,0.511,3333.0,9002.0,
5197,Rocky Mountain University of Health Professions,Provo,UT,4,12.0,,,,,,,,,,1,,,,,,,,,,PrivacySuppressed,9190.0,,,,,6204.0,19015.0,
5198,Paul Mitchell the School-Fort Myers,Fort Myers,FL,1,41.0,,,,125.0,,,,,,3,,,,,,PrivacySuppressed,13.0,18949.0,,0.05-0.09,,3.0,20818.5,61578.28,0.5405,4458.0,11050.0,
5199,Paul Mitchell the School-Raleigh,Raleigh,NC,1,11.0,,,,164.0,,,,,,3,,,,,,,21.0,,,<=0.10,,2.0,28744,,0.5259,2947.0,10150.0,
5200,CUNY Stella and Charles Guttman Community College,New York,NY,2,11.0,,,,867.0,5194.0,8074.0,,,,2,1516.0,,,19098.0,6477.0,,15.0,,,PrivacySuppressed,10863.0,,17952,,0.0245,17735.0,975.0,
5201,Lil Lou's Beauty and Barber College,Gary,IN,1,13.0,,,,43.0,,,,,,3,,,,,,,14.0,,,<=0.20,,4.0,8000,,0.6571,5877.0,8740.0,
5202,Criswell College,Dallas,TX,3,11.0,0.9767,610.0,540.0,137.0,12750.0,12750.0,0.625,0.6875,0.4286,1,842.0,7812.0,3340.0,10782.0,3808.0,,5.0,,,0.20-0.29,5816.0,,32296.5,,0.4114,20090.0,10493.0,0.7567
5203,Beverly Hills Design Institute,Beverly Hills,CA,2,21.0,0.3913,,,20.0,23220.0,23220.0,1.0,1.0,,1,2400.0,,,12951.0,900.0,,5.0,,,PrivacySuppressed,2083.0,,14257.5,,0.5789,9621.0,40927.0,0.8333
5204,Reflections Academy of Beauty,Decatur,IL,1,13.0,,,,32.0,,,,,,3,,,,,,,9.0,,,PrivacySuppressed,,3.0,10861,,0.8478,5442.0,5712.0,
5205,UCAS University of Cosmetology Arts & Sciences-La Joya,La Joya,TX,1,21.0,,,,41.0,,,,,,3,,,,,,18600,7.0,18905.0,,0.09-0.10,,3.0,14312.5,33345.99,0.0978,4120.0,24211.0,
5206,Annenberg School of Nursing,Reseda,CA,1,11.0,,,,20.0,,,,,,3,,,,,,,10.0,,,PrivacySuppressed,,1.0,PrivacySuppressed,,0.4255,11080.0,19078.0,
5207,American Medical Academy,Miami,FL,1,21.0,,,,452.0,,,0.6061,,,1,,,,,,,6.0,,,0.10-0.19,7750.0,6.0,24826,,0.1331,2539.0,8156.0,
5208,Tooele Technical College,Tooele,UT,1,41.0,,,,363.0,,,,,,3,,,,,,,10.0,,,PrivacySuppressed,,22.0,25487.5,,0.0,8168.0,1063.0,
5209,Chamberlain University-Georgia,Sandy Springs,GA,3,12.0,0.7143,,,1372.0,19469.0,19469.0,0.4,0.5,0.4,1,600.0,,,13008.0,7468.0,60400,11.0,81360.0,87181.0,0.1,7576.0,,46046,63402.27,0.7932,4848.0,25607.0,0.8333
5210,Chamberlain University-Indiana,Indianapolis,IN,3,11.0,0.6,,,244.0,19469.0,19469.0,0.0,0.4,0.0,1,600.0,,,13008.0,7468.0,60400,15.0,81360.0,87181.0,0.1,8839.0,,46046,63402.27,0.8182,5168.0,23853.0,0.5
5211,Sessions College for Professional Design,Tempe,AZ,1,12.0,,,,260.0,12440.0,12440.0,0.4,0.5,,1,0.0,,,7608.0,2392.0,,24.0,,,<=0.10,,,18828,,0.5127,6201.0,17906.0,0.5
5212,Tulsa Welding School-Jacksonville,Jacksonville,FL,1,11.0,,,,257.0,,,,,,3,,,,,,42700,30.0,31664.0,39040.0,0.06,,3.0,20300,49446.65,0.5873,1758.0,13635.0,
5213,Empire Beauty School-Virginia Beach,Virginia Beach,VA,1,11.0,,,,160.0,,,,,,3,,,,,,25900,23.0,24400.0,22379.0,0.05,,1.0,13614,79243.14,0.5232,5531.0,10358.0,
5214,Ross Medical Education Center-Morgantown,Morgantown,WV,1,13.0,,,,33.0,,,,,,3,,,,,,25100,17.0,27952.0,30934.0,0.06,,2.0,15505.5,56708.81,0.4082,1654.0,6996.0,
5215,Paul Mitchell the School-Ogden,Ogden,UT,1,13.0,,,,150.0,,,,,,3,,,,,,PrivacySuppressed,11.0,24544.0,28199.0,0.07-0.08,,6.0,24829.5,67787.32,0.5263,4281.0,9420.0,
5216,Miami Ad School-New York,Astoria,NY,1,11.0,,,,46.0,19400.0,19400.0,,,,2,3000.0,,,29400.0,9647.0,92100,4.0,83762.0,97601.0,0.15-0.19,,,24014,69715.5,0.9189,3962.0,18120.0,
5217,Larry's Barber College,Chicago,IL,1,11.0,,,,78.0,,,,,,3,,,,,,,25.0,,,<=0.20,,2.0,0,,0.5789,832.0,7886.0,
5218,Futura Career Institute,Hialeah,FL,1,21.0,,,,150.0,,,,,,3,,,,,,,25.0,,,PrivacySuppressed,,5.0,0,,0.0,3084.0,7011.0,
5219,Flair Beauty College,Valencia,CA,1,21.0,,,,59.0,,,,,,3,,,,,,,20.0,,,<=0.20,,5.0,22383.5,,0.5529,1276.0,6850.0,
5220,Vogue College of Cosmetology-San Antonio Fredericksburg,San Antonio,TX,1,11.0,,,,145.0,,,,,,3,,,,,,,13.0,,,<=0.10,,5.0,14868,,0.6478,2920.0,3933.0,
5221,Vogue College of Cosmetology,San Antonio,TX,1,11.0,,,,152.0,,,,,,3,,,,,,,14.0,,,<=0.10,,6.0,17089,,0.8434,1826.0,3556.0,
5222,Tomorrow's Image Barber And Beauty Academy of Virginia,Newport News,VA,1,12.0,,,,14.0,,,,,,3,,,,,,,7.0,,,PrivacySuppressed,,2.0,3906,,0.75,4961.0,11206.0,
5223,Medical Allied Career Center,Santa Fe Springs,CA,1,21.0,,,,78.0,,,,,,3,,,,,,,15.0,,,<=0.20,,2.0,23541,,0.7097,2077.0,16364.0,
5224,Bais HaMedrash and Mesivta of Baltimore,Baltimore,MD,3,21.0,1.0,,,81.0,13100.0,13100.0,0.5455,0.9,0.5455,1,200.0,5500.0,4000.0,14250.0,4000.0,,12.0,,,PrivacySuppressed,4920.0,,47372,,0.0,23265.0,28622.0,0.8704
5225,Barber & Beauty Institute of New York,Hempstead,NY,1,21.0,,,,47.0,,,,,,3,,,,,,,2.0,,,<=0.20,,1.0,11631.5,,0.4783,950.0,8318.0,
5226,Salon Institute-Toledo Campus,Toledo,OH,1,21.0,,,,151.0,,,,,,2,,,,,,,15.0,,,<=0.10,,3.0,34560,,0.2732,1334.0,9337.0,
5227,Athena Career Academy,Toledo,OH,1,11.0,0.7,,,329.0,,,,,,2,,,,,,,21.0,,,<=0.05,5871.0,5.0,18058,,0.8581,2602.0,11795.0,
5228,Yeshiva Gedolah Zichron Leyma,Union,NJ,3,21.0,0.5111,,,36.0,10750.0,10750.0,0.0,0.5882,0.0,1,200.0,2000.0,3800.0,,,,7.0,,,PrivacySuppressed,2447.0,,PrivacySuppressed,,0.0,7330.0,7930.0,0.6562
5229,The Barber School,Midvale,UT,1,21.0,,,,145.0,,,,,,3,,,,,,,20.0,,,0.10-0.19,,1.0,25032,,0.3562,2460.0,11797.0,
5230,Be'er Yaakov Talmudic Seminary,Spring Valley,NY,3,21.0,,,,576.0,11490.0,11490.0,0.5695,0.9615,0.0,1,250.0,3650.0,4000.0,18400.0,4000.0,,21.0,,,PrivacySuppressed,1668.0,,18000,,0.0,4059.0,13820.0,0.9707
5231,Rio Grande Valley College,Pharr,TX,1,21.0,,,,470.0,,,,,,2,,,,,,,30.0,,,<=0.05,5294.0,11.0,20231,,0.5573,2837.0,14572.0,
5232,Alexander Academy,Lunenburg,MA,1,22.0,,,,48.0,,,,,,3,,,,,,,6.0,,,<=0.20,,2.0,6788,,0.6078,3115.0,5832.0,
5233,Aveda Institute-Tucson,Tucson,AZ,1,11.0,0.7922,,,217.0,,,,,,3,,,,,,,16.0,,,0.10-0.14,,3.0,27875,,0.1683,9592.0,11626.0,
5234,Diamond Beauty College,South El Monte,CA,1,21.0,,,,61.0,,,,,,3,,,,,,,16.0,,,PrivacySuppressed,,3.0,5036,,0.0,992.0,7456.0,
5235,Unitek College,South San Francisco,CA,1,13.0,,,,399.0,,,,,,3,,,,,,,23.0,,,0.15-0.19,,2.0,30776,,0.5356,6628.0,17966.0,
5236,University Academy of Hair Design,Tuscaloosa,AL,1,13.0,,,,54.0,,,,,,3,,,,,,,14.0,,,PrivacySuppressed,,2.0,20412,,0.5645,1630.0,4908.0,
5237,Florida Institute of Recording Sound and Technology,Orlando,FL,1,21.0,,,,338.0,,,,,,3,,,,,,,16.0,,,0.10-0.19,,3.0,22890,,0.6735,1415.0,8346.0,
5238,Paul Mitchell the School-Reno,Reno,NV,1,11.0,,,,247.0,,,,,,3,,,,,,,17.0,,,0.05-0.09,,4.0,21051.5,,0.5452,3563.0,8854.0,
5239,Boise Barber College,Boise,ID,1,12.0,,,,61.0,,,,,,3,,,,,,,10.0,,,<=0.20,,3.0,17605,,0.4571,1190.0,7511.0,
5240,Austin Kade Academy,Idaho Falls,ID,1,13.0,,,,119.0,,,,,,3,,,,,,,15.0,,,0.05-0.09,,4.0,17061,,0.7164,1893.0,9131.0,
5241,Aesthetic Science Institute,Latham,NY,1,21.0,,,,69.0,,,,,,3,,,,,,,16.0,,,<=0.20,,4.0,30831,,0.48,1597.0,11954.0,
5242,Elaine Sterling Institute,Atlanta,GA,1,11.0,,,,617.0,,,,,,3,,,,,,,19.0,,,0.10-0.14,,4.0,16359,,0.6115,1590.0,14977.0,
5243,Wade Gordon Hairdressing Academy,Amarillo,TX,1,12.0,,,,77.0,,,,,,3,,,,,,,7.0,,,<=0.10,,3.0,20196,,0.623,1569.0,9344.0,
5244,Mitsu Sato Hair Academy,Overland Park,KS,1,12.0,,,,88.0,,,,,,3,,,,,,,13.0,,,PrivacySuppressed,,4.0,24437,,0.6429,1234.0,9498.0,
5245,FVI School of Nursing and Technology,Miami,FL,1,21.0,1.0,,,690.0,,,,,,2,,,,,,,16.0,,,<=0.05,5097.0,10.0,3335,,0.4605,4415.0,15691.0,
5246,SAE Institute of Technology-Atlanta,Atlanta,GA,2,11.0,,,,385.0,,,,,,2,,,,,,35100,12.0,,38522.0,0.05,4313.0,5.0,19236,58039.28,0.7127,995.0,12240.0,
5247,Academy di Firenze,Jerome,ID,1,33.0,,,,11.0,,,,,,3,,,,,,,5.0,,,PrivacySuppressed,,6.0,PrivacySuppressed,,0.3913,2503.0,2424.0,
5248,SAE Institute of Technology-Miami,North Miami Beach,FL,1,21.0,,,,139.0,,,,,,3,,,,,,35100,13.0,,38522.0,0.05,,1.0,19236,58039.28,0.5413,1351.0,8285.0,
5249,Colorado State University Global,Aurora,CO,3,11.0,0.9603,595.0,,6750.0,8400.0,8400.0,,0.3529,,1,768.0,,,10264.0,1008.0,,25.0,,,0.12,5224.0,,38728,,0.3984,2332.0,10501.0,0.4118
5250,Paul Mitchell the School-Overland Park,Overland Park,KS,1,12.0,,,,185.0,,,,,,3,,,,,,,14.0,,,0.05-0.09,,1.0,22041,,0.6039,3729.0,9316.0,
5251,Medspa Academies,South Jordan,UT,1,21.0,,,,218.0,,,,,,3,,,,,,,10.0,,,<=0.10,,2.0,31472,,0.4721,2812.0,9823.0,
5252,Brighton Institute of Cosmetology,Brighton,MI,1,22.0,,,,56.0,,,,,,3,,,,,,,14.0,,,PrivacySuppressed,,5.0,30964,,0.125,3059.0,6210.0,
5253,West Coast University-Dallas,Richardson,TX,3,12.0,,,,1022.0,17033.0,17033.0,,0.1,,1,1287.0,,,8181.0,7119.0,67700,15.0,96728.0,111735.0,0.15,7528.0,,29657,63221.34,0.8714,6155.0,20338.0,0.1429
5254,Empire Beauty School-Savannah,Savannah,GA,1,12.0,,,,153.0,,,,,,3,,,,,,24800,19.0,23557.0,26569.0,0.05,,2.0,12594.5,49557.66,0.5232,5283.0,10528.0,
5255,Ogle School Hair Skin Nails-Denton,Denton,TX,1,12.0,,,,159.0,,,,,,3,,,,,,27300,21.0,25037.0,,0.05-0.06,,2.0,19379,70358.17,0.6535,1933.0,10349.0,
5256,Empire Beauty School-West Greensboro,Greensboro,NC,1,11.0,,,,114.0,,,,,,3,,,,,,25900,18.0,24400.0,22379.0,0.05,,2.0,13614,79243.14,0.4898,5859.0,10364.0,
5257,Hays Academy of Hair Design,Salina,KS,1,33.0,,,,55.0,,,,,,3,,,,,,18700,10.0,23818.0,,0.10-0.19,,2.0,24157,45056.95,0.831,4960.0,10495.0,
5258,Bellus Academy,Manhattan,KS,1,13.0,,,,200.0,,,,,,2,,,,,,30400,17.0,30182.0,,0.09-0.10,,6.0,23753,78737.56,0.553,4897.0,11244.0,
5259,MotoRing Technical Training Institute,East Providence,RI,1,21.0,,,,66.0,,,,,,3,,,,,,34600,19.0,,26552.0,0.11-0.12,,2.0,19612.5,52966.28,0.6884,4539.0,9239.0,
5260,Unitek College,Hayward,CA,1,21.0,,,,309.0,,,,,,3,,,,,,,17.0,,,0.15-0.19,,2.0,30776,,0.6911,9445.0,25601.0,
5261,Medical Career Institute,Ocean,NJ,1,21.0,,,,195.0,,,,,,2,,,,,,,12.0,,,<=0.10,,5.0,17160,,0.4892,2154.0,7989.0,
5262,Advance Beauty Techs Academy,San Jacinto,CA,1,12.0,,,,108.0,,,,,,3,,,,,,,20.0,,,<=0.20,,4.0,14371,,0.6305,4474.0,11015.0,
5263,Elevate Salon Institute-Westminster,Westminster,CO,1,21.0,,,,101.0,,,,,,3,,,,,,,14.0,,,<=0.20,,5.0,22601,,0.6563,2246.0,12782.0,
5264,Brand College,Glendale,CA,1,12.0,0.5,,,24.0,,,,,,3,,,,,,,10.0,,,PrivacySuppressed,,4.0,,,0.0,1433.0,13052.0,
5265,Hinton Barber and Beauty College,Vallejo,CA,1,12.0,,,,54.0,,,,,,3,,,,,,,25.0,,,<=0.20,,4.0,20219,,0.5882,1570.0,11074.0,
5266,Advanced Career Institute,Visalia,CA,1,41.0,,,,800.0,,,,,,3,,,,,,,17.0,,,0.05-0.09,,10.0,12590,,0.2263,7080.0,11053.0,
5267,Digital Film Academy,New York,NY,1,11.0,,,,136.0,,,,,,2,,,,,,,9.0,,,<=0.20,,4.0,16688.5,,0.1224,2263.0,5281.0,
5268,MyComputerCareer at Raleigh,Raleigh,NC,1,11.0,,,,1701.0,,,,,,3,,,,,,,22.0,,,0.13-0.14,,3.0,27716.5,,0.8913,6307.0,15632.0,
5269,South University-Austin,Round Rock,TX,3,41.0,,,,335.0,17014.0,17014.0,0.2,0.375,0.0,1,1500.0,,,7792.0,6782.0,40200,14.0,33112.0,43950.0,0.05,6938.0,,20000,55764.27,0.6231,8142.0,10219.0,0.4091
5270,Bryant & Stratton College-Online,Orchard Park,NY,2,21.0,,,,6211.0,15294.0,15294.0,0.1946,0.25,0.0,1,1800.0,,,2800.0,800.0,26600,41.0,29911.0,31610.0,0.04,4351.0,,15184,48773.91,0.8579,759.0,12158.0,0.2222
5271,Ogle School Hair Skin Nails-San Antonio,San Antonio,TX,1,11.0,,,,391.0,,,,,,3,,,,,,27300,24.0,25037.0,,0.05-0.06,,2.0,19379,70358.17,0.6198,1774.0,13603.0,
5272,Ideal Beauty Academy,Louisville,KY,1,21.0,,,,11.0,,,,,,3,,,,,,PrivacySuppressed,7.0,24934.0,,<=0.20,,4.0,18000,,0.6842,5833.0,32543.0,
5273,Warner Pacific University Professional and Graduate Studies,Portland,OR,3,11.0,,,,251.0,6240.0,6240.0,0.4706,,0.0,1,1680.0,,,12288.0,3192.0,45200,10.0,51568.0,56388.0,0.09,6891.0,,35115,63798.34,0.6454,7128.0,16518.0,0.4
5274,Platt College-Riverside,Riverside,CA,2,11.0,,,,466.0,15089.0,15089.0,0.5694,,,1,1075.0,,,13419.0,3703.0,37300,18.0,32235.0,38975.0,0.06,5454.0,,21293,60243.7,0.7813,10282.0,17150.0,
5275,Empire Beauty School-Glen Burnie,Glen Burnie,MD,1,21.0,,,,82.0,,,,,,3,,,,,,24500,19.0,23018.0,24788.0,0.05,,1.0,14099,59293.36,0.522,9498.0,11898.0,
5276,International School of Cosmetology,Scottsdale,AZ,1,21.0,,,,36.0,,,,,,3,,,,,,PrivacySuppressed,12.0,20659.0,,0.05-0.09,,1.0,19621,55526.18,0.5833,3229.0,10151.0,
5277,UEI College-Stockton,Stockton,CA,1,11.0,,,,686.0,,,,,,3,,,,,,27100,30.0,26587.0,34740.0,0.05,,6.0,10993.5,52269.41,0.7133,2471.0,8286.0,
5278,Ross Medical Education Center-Dayton,Dayton,OH,1,12.0,,,,112.0,,,,,,3,,,,,,26800,22.0,33001.0,,0.07,,2.0,15232.5,63411.24,0.5877,1054.0,5953.0,
5279,Ross Medical Education Center-Ontario,Ontario,OH,1,23.0,,,,28.0,,,,,,3,,,,,,24900,28.0,26988.0,33570.0,0.05,,1.0,17342,79847.49,0.4643,1020.0,6666.0,
5280,Ross Medical Education Center-Bowling Green,Bowling Green,KY,1,13.0,,,,51.0,,,,,,3,,,,,,22000,17.0,25896.0,31479.0,0.06,,1.0,16094,54076.94,0.5259,1324.0,6417.0,
5281,Florida Institute of Technology-Online,Melbourne,FL,3,13.0,1.0,590.0,550.0,936.0,12240.0,12240.0,,0.0588,,1,1200.0,,,13396.0,3600.0,61200,18.0,42988.0,70164.0,0.11,,,30032,68086.59,0.5777,3032.0,6208.0,0.1945
5282,Rasmussen University-Kansas,Topeka,KS,2,41.0,,,,679.0,11571.0,11571.0,0.0,,,1,52.0,,,8721.0,4878.0,34300,18.0,34597.0,46241.0,0.08,6055.0,,25123.5,66941.62,0.8734,4273.0,17767.0,
5283,Columbia Institute,Silver Spring,MD,1,21.0,,,,62.0,,,,,,3,,,,,,,18.0,,,0.20-0.39,,2.0,3102,,0.0,4949.0,8038.0,
5284,School of Missionary Aviation Technology,Ionia,MI,1,41.0,,,,30.0,,,,,,2,,,,,,,4.0,,,PrivacySuppressed,,2.0,31595,,0.1923,11983.0,13766.0,
5285,California Miramar University,San Diego,CA,3,11.0,0.5652,,,91.0,9994.0,9994.0,0.619,0.6923,0.2778,1,1917.0,,,12000.0,4500.0,,13.0,,,PrivacySuppressed,5200.0,,22320,,0.1099,1116.0,8074.0,0.72
5286,Rocky Vista University,Parker,CO,4,21.0,,,,,,,,,,1,,,,,,,,,,PrivacySuppressed,8972.0,,,,,19199.0,55755.0,
5287,The College of Health Care Professions-Dallas,Dallas,TX,1,11.0,,,,506.0,,,,,,2,,,,,,28200,34.0,32349.0,41356.0,0.05-0.06,4650.0,6.0,18699,64371.86,0.7401,3623.0,7818.0,
5288,The College of Health Care Professions-Fort Worth,Fort Worth,TX,1,11.0,,,,784.0,,,,,,2,,,,,,30500,25.0,30185.0,37212.0,0.06,4564.0,8.0,19726,57325.22,0.6838,5367.0,10858.0,
5289,Shear Finesse Beauty Academy,Jacksonville,FL,1,11.0,,,,23.0,,,,,,3,,,,,,,6.0,,,PrivacySuppressed,,4.0,12408,,0.4324,1750.0,22488.0,
5290,Miami Media School,Doral,FL,1,13.0,,,,142.0,,,,,,2,,,,,,31200,9.0,25465.0,32353.0,<=0.05,4123.0,6.0,10759,64282.22,0.7929,2860.0,12819.0,
5291,Academy of Salon Professionals,Sedalia,MO,1,33.0,,,,40.0,,,,,,3,,,,,,,12.0,,,PrivacySuppressed,,4.0,24753.5,,0.5634,2260.0,7720.0,
5292,CyberTex Institute of Technology,Austin,TX,1,11.0,,,,139.0,,,,,,3,,,,,,,15.0,,,0.10-0.14,,3.0,17984,,0.8499,6700.0,15866.0,
5293,New England Tractor Trailer Training School of CT-Bridgeport,Bridgeport,CT,1,12.0,,,,502.0,,,,,,3,,,,,,42300,21.0,,51562.0,0.06,,1.0,16600.5,58590.0,0.803,2334.0,8519.0,
5294,Gemini School of Visual Arts & Communication,Austin,TX,3,11.0,0.1667,,,7.0,,,,,,1,,,,,,,3.0,,,PrivacySuppressed,3990.0,1.0,24000,,0.375,14305.0,2165.0,1.0
5295,Designer Barber & Stylist School,Ft Smith,AR,1,13.0,,,,84.0,,,,,,3,,,,,,,12.0,,,<=0.20,,3.0,14077,,0.7692,2456.0,7391.0,
5296,Paul Mitchell the School-Woodbridge,Woodbridge,VA,1,21.0,,,,117.0,,,,,,3,,,,,,17800,12.0,21895.0,,0.07-0.08,,2.0,23659,52638.98,0.4278,4404.0,10628.0,
5297,College of the Muscogee Nation,Okmulgee,OK,2,41.0,,,,179.0,6600.0,6600.0,,,,2,1600.0,8500.0,5240.0,12420.0,7250.0,,11.0,,,PrivacySuppressed,4162.0,,11802.5,,0.0,7630.0,382.0,
5298,The Salon Professional Academy-Huntsville,Huntsville,AL,1,12.0,,,,59.0,,,,,,3,,,,,,,15.0,,,<=0.20,,1.0,14969,,0.6393,2039.0,10269.0,
5299,Midwives College of Utah,Salt Lake City,UT,3,12.0,0.8182,,,252.0,7719.0,7719.0,0.3333,0.8,0.0,1,875.0,,,14124.0,9204.0,,5.0,,,<=0.20,3777.0,,28631.5,,0.375,1705.0,4859.0,0.6818
5300,Aspen Beauty Academy of Laurel,Laurel,MD,1,21.0,,,,100.0,,,,,,3,,,,,,,15.0,,,<=0.20,,1.0,13806.5,,0.5814,1000.0,6506.0,
5301,M T Training Center,Grand Prairie,TX,1,21.0,,,,139.0,,,,,,3,,,,,,,15.0,,,<=0.10,,12.0,7000,,0.6224,1840.0,12414.0,
5302,Berks Career & Technology Center,Leesport,PA,1,21.0,,,,51.0,,,,,,3,,,,,,,1.0,,,0.20-0.39,,29.0,37334,,0.3768,18677.0,34030.0,
5303,Future Generations University,Franklin,WV,4,43.0,,,,,,,,,,1,,,,,,,,,,PrivacySuppressed,6763.0,,PrivacySuppressed,,,45889.0,11047.0,
5304,Carthage R9 School District-Carthage Technical Center,Carthage,MO,1,31.0,,,,26.0,,,,,,3,,,,,,,9.0,,,PrivacySuppressed,,1.0,20562,,0.84,3558.0,3306.0,
5305,Grace Mission University,Fullerton,CA,3,21.0,,,,68.0,3120.0,3120.0,0.5556,1.0,0.1111,1,1200.0,,,10305.0,3996.0,,18.0,,,PrivacySuppressed,5179.0,,21455,,0.0,1339.0,5867.0,0.8333
