,School_Name,City,State,PREDDEG,LOCALE,Admission_Rate,ACT_Reading_Scores_75th_Percentile,ACT_Math_Scores_75th_Percentile,Undergraduate_Enrollment,InState_Tuition,OutOfState_Tuition,C150_4,RET_FT4,Completion_Rate_100%_Expected_Time,ICLEVEL,BOOKSUPPLY,ROOMBOARD_ON,OTHEREXPENSE_ON,ROOMBOARD_OFF,OTHEREXPENSE_OFF,Mean_Earnings_10_Years_Post_Grad,Student_Faculty_Ratio,Median_Woman_Earnings_Post_Grad,Median_Male_Earnings_Post_Grad,Percentage_Federal_Loans_Paid_After_4Years,Average_Faculty_Salary
3254,The University of Texas at Austin,Austin,TX,3,11.0,0.2875,730.0,770.0,40506.0,11752.0,40996.0,0.8775,0.9643,0.6985,1,724.0,12768.0,4544.0,12768.0,4544.0,73900,17.0,66359.0,80838.0,0.28,14166.0
3255,The University of Texas at Dallas,Richardson,TX,3,12.0,0.8721,632.0,632.0,21416.0,14564.0,39776.0,0.7169,0.8822,0.5226,1,1200.0,12142.0,3790.0,11840.0,4922.0,61400,26.0,57484.0,74889.0,0.2,13413.0
3256,The University of Texas at El Paso,El Paso,TX,3,11.0,0.9998,632.0,632.0,20008.0,9744.0,25152.0,0.4539,0.6988,0.178,1,1632.0,9496.0,3382.0,12192.0,4232.0,43300,20.0,43866.0,50681.0,0.08,9192.0
3257,The University of Texas at Tyler,Tyler,TX,3,12.0,0.9388,630.0,620.0,6752.0,9596.0,25142.0,0.4217,0.6185,0.2676,1,1650.0,9907.0,2779.0,8345.0,4954.0,50500,17.0,47724.0,63402.0,0.1,9176.0
3259,Texas Christian University,Fort Worth,TX,3,11.0,0.5361,670.0,680.0,10215.0,51660.0,51660.0,0.8284,0.913,0.7059,1,900.0,14040.0,3828.0,14040.0,3828.0,62600,14.0,58639.0,74349.0,0.27,12692.0
3262,Texas Lutheran University,Seguin,TX,3,31.0,0.6293,632.0,632.0,1400.0,32970.0,32970.0,0.5381,0.6537,0.3503,1,1000.0,11000.0,2430.0,10690.0,2730.0,51100,13.0,48027.0,58567.0,0.13-0.14,7450.0
3263,The University of Texas Permian Basin,Odessa,TX,3,12.0,0.6469,570.0,570.0,3443.0,8806.0,21460.0,0.4165,0.6674,0.2537,1,1684.0,11414.0,3740.0,11414.0,3740.0,52300,13.0,49236.0,66724.0,0.11,8181.0
3264,The University of Texas at San Antonio,San Antonio,TX,3,11.0,0.905,620.0,600.0,29151.0,9231.0,21528.0,0.5095,0.7786,0.2876,1,1000.0,10391.0,2852.0,9972.0,5428.0,49600,26.0,50958.0,59454.0,0.12,9858.0
3265,Texas Southern University,Houston,TX,3,11.0,0.6305,510.0,490.0,5726.0,9173.0,21413.0,0.2344,0.6818,0.082,1,1654.0,9664.0,4968.0,14004.0,4968.0,37600,15.0,35476.0,37679.0,0.03,8111.0
3266,Texas Tech University,Lubbock,TX,3,11.0,0.6786,640.0,640.0,32414.0,11852.0,24122.0,0.6266,0.851,0.3813,1,1200.0,10346.0,4384.0,10346.0,4384.0,61600,21.0,53643.0,68742.0,0.15,10772.0
3267,Texas Wesleyan University,Fort Worth,TX,3,11.0,0.5753,560.0,540.0,1454.0,34412.0,34412.0,0.263,0.6091,0.1699,1,1200.0,10728.0,3500.0,10728.0,3000.0,44400,13.0,47931.0,58760.0,0.07-0.08,8032.0
3268,Texas Woman's University,Denton,TX,3,12.0,0.957,590.0,570.0,9035.0,8394.0,18186.0,0.485,0.7156,0.235,1,1050.0,10386.0,3051.0,7776.0,3762.0,49100,17.0,52256.0,58762.0,0.11,8754.0
3269,Trinity University,San Antonio,TX,3,11.0,0.3372,730.0,738.0,2509.0,47392.0,47392.0,0.799,0.918,0.686,1,1000.0,13892.0,1400.0,11340.0,1400.0,68000,9.0,62915.0,74752.0,0.27-0.28,11103.0
3279,Wayland Baptist University,Plainview,TX,3,33.0,0.8076,632.0,632.0,2393.0,22004.0,22004.0,0.2509,0.3939,0.1358,1,1000.0,8416.0,4250.0,11476.0,4250.0,47200,9.0,45078.0,58248.0,0.07,5435.0
3281,West Texas A & M University,Canyon,TX,3,31.0,0.9704,600.0,588.0,7015.0,9202.0,11208.0,0.4566,0.5757,0.2873,1,1200.0,8950.0,4854.0,8582.0,4854.0,46700,17.0,44565.0,57055.0,0.11,8121.0
3286,Brigham Young University,Provo,UT,3,12.0,0.5918,720.0,720.0,31642.0,6120.0,6120.0,0.7675,0.8921,0.2493,1,912.0,8048.0,5066.0,8048.0,5066.0,71500,21.0,29213.0,96443.0,0.36,12004.0
3287,Brigham Young University-Hawaii,Laie,HI,3,31.0,0.8769,650.0,610.0,2861.0,6068.0,6068.0,0.7107,0.624,0.3046,1,1310.0,8034.0,6455.0,4800.0,6455.0,49100,16.0,28233.0,68474.0,0.25-0.26,10015.0
3300,Southern Utah University,Cedar City,UT,3,33.0,0.8873,640.0,600.0,9297.0,6726.0,20542.0,0.5472,0.7346,0.2942,1,1600.0,7500.0,4800.0,7500.0,4800.0,45500,23.0,33835.0,66041.0,0.21,7545.0
3302,Utah State University,Logan,UT,3,13.0,0.9263,660.0,650.0,20516.0,8960.0,24080.0,0.5578,0.7361,0.2936,1,836.0,8076.0,4072.0,8300.0,4072.0,49600,21.0,34479.0,70498.0,0.23,9658.0
3305,University of Utah,Salt Lake City,UT,3,12.0,0.9497,690.0,700.0,24850.0,8893.0,28345.0,0.672,0.8663,0.3587,1,1036.0,10662.0,3672.0,12978.0,3672.0,63500,18.0,49195.0,77191.0,0.21,11146.0
3307,Westminster College,Salt Lake City,UT,3,12.0,0.7573,680.0,670.0,1153.0,39200.0,39200.0,0.6331,0.8523,0.5168,1,1000.0,10600.0,3975.0,14189.0,4236.0,58100,8.0,54938.0,70434.0,0.23,8011.0
3308,Bennington College,Bennington,VT,3,32.0,0.6692,632.0,632.0,735.0,59638.0,59638.0,0.6776,0.8406,0.5888,1,1000.0,17210.0,2800.0,17210.0,2800.0,38400,10.0,49428.0,44534.0,0.25-0.29,9900.0
3309,Castleton University,Castleton,VT,3,32.0,0.8729,580.0,578.0,1622.0,13078.0,30046.0,0.5506,0.6746,0.422,1,1000.0,12042.0,1404.0,10890.0,2340.0,40800,14.0,42827.0,54062.0,0.14,7061.0
3310,Champlain College,Burlington,VT,3,13.0,0.6243,632.0,632.0,3170.0,42984.0,42984.0,0.6848,0.6948,0.5905,1,1000.0,15854.0,2296.0,12604.0,2296.0,54400,13.0,43047.0,70729.0,0.18,8864.0
3313,Northern Vermont University,Johnson,VT,3,42.0,0.7539,632.0,632.0,1320.0,12804.0,26892.0,0.3843,0.5692,0.2654,1,1000.0,12044.0,1750.0,12044.0,1750.0,35600,10.0,39162.0,48745.0,0.1,7279.0
3314,Middlebury College,Middlebury,VT,3,32.0,0.1345,750.0,780.0,2837.0,59770.0,59770.0,0.9117,0.9402,0.837,1,1000.0,17050.0,1000.0,13739.14,2237.57,71900,9.0,65145.0,75177.0,0.41-0.42,12432.0
3315,Norwich University,Northfield,VT,3,32.0,0.8677,632.0,632.0,2924.0,44020.0,44020.0,0.6212,0.7376,0.5606,1,1500.0,15226.0,2700.0,15226.0,2700.0,57100,14.0,60457.0,67772.0,0.24,7729.0
3317,Saint Michael's College,Colchester,VT,3,22.0,0.8588,632.0,632.0,1415.0,48690.0,48690.0,0.784,0.8583,0.7473,1,1250.0,14280.0,1019.0,14280.0,1019.0,57800,12.0,64717.0,68491.0,0.21-0.22,8230.0
3322,University of Vermont,Burlington,VT,3,13.0,0.6351,710.0,700.0,11081.0,19002.0,43890.0,0.7713,0.8863,0.6983,1,1200.0,13324.0,2128.0,13920.0,2758.0,55200,17.0,60189.0,68377.0,0.24,10380.0
3325,Averett University,Danville,VA,3,32.0,0.4772,570.0,585.0,1094.0,37050.0,37050.0,0.4173,0.6815,0.3571,1,1000.0,11140.0,2516.0,4776.0,3324.0,49000,12.0,45700.0,52280.0,0.08,6168.0
3327,Bluefield University,Bluefield,VA,3,32.0,0.7225,632.0,632.0,628.0,28870.0,28870.0,0.349,0.5918,0.3289,1,440.0,10677.0,3370.0,8358.0,3870.0,46000,14.0,40183.0,56600.0,0.09-0.10,5656.0
3328,Bridgewater College,Bridgewater,VA,3,23.0,0.7509,620.0,630.0,1426.0,38460.0,38460.0,0.6208,0.685,0.5502,1,1150.0,13360.0,2280.0,10080.0,3060.0,46600,13.0,45916.0,56605.0,0.17-0.18,7109.0
3329,William & Mary,Williamsburg,VA,3,23.0,0.3654,750.0,770.0,6521.0,23812.0,47038.0,0.9103,0.9327,0.8641,1,1000.0,13736.0,2076.0,13736.0,2076.0,74500,12.0,65921.0,77276.0,0.31,12094.0
3330,Regent University,Virginia Beach,VA,3,11.0,0.4071,630.0,600.0,4246.0,18820.0,18820.0,0.62,0.7361,0.5241,1,1000.0,7004.0,3008.0,9952.0,3008.0,45600,21.0,39909.0,51394.0,0.1,8376.0
3333,Christopher Newport University,Newport News,VA,3,12.0,0.8854,670.0,650.0,4463.0,14924.0,27790.0,0.7473,0.851,0.6599,1,1320.0,11760.0,3792.0,12424.0,4348.0,52000,13.0,52557.0,65752.0,0.23,9575.0
3340,Emory & Henry College,Emory,VA,3,41.0,0.8721,632.0,632.0,1072.0,35165.0,35165.0,0.5066,0.7149,0.4112,1,1200.0,13600.0,2900.0,8500.0,2900.0,45000,12.0,40439.0,50113.0,0.11-0.12,7254.0
3341,Eastern Mennonite University,Harrisonburg,VA,3,13.0,0.9523,790.0,800.0,916.0,39990.0,39990.0,0.5512,0.7685,0.437,1,1000.0,11900.0,2610.0,9000.0,2810.0,44700,11.0,44593.0,51188.0,0.19-0.20,5953.0
3343,Ferrum College,Ferrum,VA,3,42.0,0.7642,590.0,590.0,860.0,36830.0,36830.0,0.3428,0.5651,0.2435,1,800.0,12400.0,3050.0,12400.0,3050.0,41100,12.0,39322.0,45964.0,0.07,5268.0
3344,George Mason University,Fairfax,VA,3,21.0,0.913,670.0,680.0,26339.0,13119.0,36579.0,0.7013,0.8365,0.486,1,1314.0,12630.0,3606.0,13268.0,7562.0,63900,16.0,65378.0,79812.0,0.23,12121.0
3346,Hampden-Sydney College,Hampden-Sydney,VA,3,42.0,0.3681,650.0,610.0,851.0,49504.0,49504.0,0.6522,0.8995,0.5652,1,1200.0,14278.0,2000.0,11408.0,2000.0,59000,9.0,0.0,70650.0,0.15-0.19,8254.0
3347,Hampton University,Hampton,VA,3,12.0,0.8012,632.0,632.0,2855.0,29312.0,29312.0,0.5742,0.8127,0.3968,1,1100.0,12986.0,2800.0,12285.0,4500.0,50100,13.0,55026.0,56997.0,0.05,7637.0
3348,Hollins University,Roanoke,VA,3,22.0,0.7472,632.0,632.0,713.0,40170.0,40170.0,0.5867,0.7438,0.5765,1,800.0,14660.0,2200.0,13070.0,600.0,37900,9.0,38618.0,0.0,0.10-0.14,6636.0
3350,James Madison University,Harrisonburg,VA,3,13.0,0.8625,660.0,650.0,19743.0,12638.0,29564.0,0.8175,0.9104,0.653,1,1098.0,11550.0,4002.0,11555.0,4002.0,63300,16.0,60840.0,77102.0,0.26,9596.0
3352,Liberty University,Lynchburg,VA,3,13.0,0.9928,632.0,632.0,47179.0,22713.0,22713.0,0.6212,0.7859,0.4529,1,1374.0,11547.0,6480.0,10960.0,7573.0,41400,17.0,38186.0,54273.0,0.09,5092.0
3353,Longwood University,Farmville,VA,3,33.0,0.8998,600.0,570.0,3200.0,14334.0,25730.0,0.6518,0.7281,0.5179,1,1230.0,13744.0,2492.0,13744.0,3010.0,45300,13.0,46414.0,56290.0,0.16,8126.0
3355,University of Lynchburg,Lynchburg,VA,3,13.0,0.9687,632.0,632.0,1614.0,33500.0,33500.0,0.6641,0.7443,0.5769,1,1200.0,12490.0,1720.0,12490.0,1720.0,48800,11.0,46505.0,58903.0,0.14,8026.0
3358,University of Mary Washington,Fredericksburg,VA,3,22.0,0.8192,680.0,640.0,3624.0,13830.0,30256.0,0.6803,0.828,0.5857,1,1200.0,12090.0,3760.0,10000.0,3760.0,56200,11.0,57324.0,65842.0,0.21,8634.0
3359,Marymount University,Arlington,VA,3,12.0,0.8366,632.0,632.0,1891.0,36050.0,36050.0,0.6211,0.7861,0.4974,1,1000.0,14686.0,2680.0,14598.0,5380.0,57000,14.0,60284.0,75700.0,0.15,8449.0
3366,Norfolk State University,Norfolk,VA,3,12.0,0.8864,553.0,530.0,5004.0,9622.0,20790.0,0.3712,0.6638,0.1564,1,2235.0,10844.0,4009.0,10844.0,4009.0,38800,15.0,40196.0,43490.0,0.02,8889.0
3368,Old Dominion University,Norfolk,VA,3,12.0,0.9623,620.0,600.0,18429.0,10800.0,30960.0,0.4869,0.7174,0.2499,1,1300.0,12988.0,3000.0,12988.0,3000.0,48700,16.0,47914.0,62612.0,0.11,9341.0
3373,Radford University,Radford,VA,3,23.0,0.9531,560.0,590.0,6437.0,11542.0,23624.0,0.5391,0.6672,0.388,1,1260.0,10330.0,3050.0,10330.0,3500.0,48000,13.0,48555.0,58316.0,0.15,8887.0
3375,Randolph-Macon College,Ashland,VA,3,21.0,0.8382,632.0,632.0,1490.0,45150.0,45150.0,0.7178,0.8109,0.6609,1,1000.0,13130.0,1330.0,11616.0,1330.0,54800,11.0,54518.0,63001.0,0.19-0.20,8506.0
3376,Randolph College,Lynchburg,VA,3,13.0,0.938,590.0,550.0,475.0,26890.0,26890.0,0.5598,0.7153,0.4891,1,1280.0,11000.0,3082.0,11725.0,4646.5,41500,8.0,48414.0,51665.0,0.15-0.19,8190.0
3381,University of Richmond,University of Richmond,VA,3,12.0,0.2877,632.0,632.0,3098.0,58570.0,58570.0,0.8921,0.9199,0.8449,1,1000.0,13950.0,1070.0,13950.0,1070.0,78900,8.0,68304.0,90942.0,0.29-0.30,12349.0
3383,Roanoke College,Salem,VA,3,22.0,0.8038,630.0,600.0,1837.0,48330.0,48330.0,0.6963,0.7585,0.6607,1,1000.0,14990.0,2250.0,15308.0,2250.0,52000,11.0,52139.0,60980.0,0.21-0.22,7734.0
3385,Shenandoah University,Winchester,VA,3,13.0,0.7435,632.0,632.0,2122.0,34490.0,34490.0,0.6395,0.7611,0.5057,1,1500.0,11020.0,2600.0,11020.0,2600.0,52300,11.0,56373.0,53853.0,0.15,8242.0
3387,Southern Virginia University,Buena Vista,VA,3,32.0,0.9951,623.0,603.0,1066.0,17960.0,17960.0,0.4428,0.7854,0.2836,1,1500.0,8800.0,3500.0,6700.0,3500.0,39100,17.0,28419.0,44640.0,0.15-0.16,6116.0
3392,Sweet Briar College,Sweet Briar,VA,3,22.0,0.8003,630.0,630.0,451.0,23080.0,23080.0,0.4167,0.7083,0.4167,1,1300.0,13880.0,2850.0,7100.0,2850.0,43500,10.0,50687.0,0.0,0.15-0.19,6414.0
3396,University of Virginia's College at Wise,Wise,VA,3,32.0,0.8337,630.0,600.0,1102.0,11162.0,30672.0,0.3897,0.6,0.3069,1,1600.0,11593.0,2410.0,8200.0,2970.0,43800,11.0,38048.0,45729.0,0.09-0.10,8226.0
3398,Virginia Polytechnic Institute and State University,Blacksburg,VA,3,13.0,0.5647,690.0,720.0,29699.0,14174.0,33857.0,0.8661,0.9209,0.6764,1,1100.0,10110.0,3250.0,11580.0,3250.0,67100,14.0,67903.0,84015.0,0.32,12182.0
3400,Virginia Commonwealth University,Richmond,VA,3,12.0,0.9277,660.0,640.0,20918.0,15319.0,36657.0,0.6755,0.8381,0.4785,1,1240.0,12279.0,5270.0,12730.0,7572.0,49700,18.0,51524.0,58829.0,0.14,10752.0
3401,University of Virginia-Main Campus,Charlottesville,VA,3,23.0,0.2074,750.0,750.0,17041.0,19244.0,53626.0,0.9371,0.9678,0.8861,1,1396.0,12660.0,3014.0,12660.0,3014.0,79400,15.0,72744.0,93306.0,0.37,15513.0
3402,Virginia Military Institute,Lexington,VA,3,32.0,0.6391,650.0,650.0,1652.0,19670.0,48324.0,0.7367,0.8661,0.6351,1,1000.0,10362.0,2150.0,13100.0,3215.0,65200,10.0,59395.0,77161.0,0.35-0.36,7559.0
3405,Virginia State University,Petersburg,VA,3,21.0,0.9608,530.0,510.0,3886.0,9154.0,20909.0,0.4778,0.7574,0.3133,1,1300.0,11544.0,1675.0,11544.0,1675.0,38400,13.0,43245.0,44186.0,0.02,8124.0
3406,Virginia Union University,Richmond,VA,3,12.0,0.9378,458.0,435.0,1190.0,13530.0,13530.0,0.4176,0.634,0.3033,1,2000.0,9358.0,5000.0,5000.0,5000.0,34200,25.0,39540.0,37698.0,<=0.01,5254.0
3407,Virginia Wesleyan University,Virginia Beach,VA,3,11.0,0.8637,680.0,700.0,1190.0,36910.0,36910.0,0.4682,0.6614,0.4393,1,1500.0,10264.0,3100.0,10364.0,3220.0,44100,12.0,43601.0,53467.0,0.11-0.12,8650.0
3408,Washington and Lee University,Lexington,VA,3,32.0,0.1885,750.0,780.0,1850.0,59380.0,59380.0,0.9361,0.9608,0.9119,1,2250.0,16270.0,2400.0,13100.0,3215.0,93300,8.0,76502.0,100454.0,0.35-0.39,13444.0
3413,Central Washington University,Ellensburg,WA,3,32.0,0.8845,632.0,632.0,9508.0,8685.0,25213.0,0.5363,0.6858,0.3232,1,900.0,13938.0,2922.0,9741.0,2922.0,50100,15.0,52966.0,67299.0,0.16,8941.0
3420,Cornish College of the Arts,Seattle,WA,3,11.0,0.6381,632.0,632.0,428.0,35486.0,35486.0,0.5112,0.7083,0.4663,1,1800.0,13416.0,2800.0,13416.0,2800.0,33600,7.0,38256.0,39455.0,0.15-0.19,6545.0
3422,Eastern Washington University,Cheney,WA,3,31.0,0.9707,632.0,632.0,7589.0,7922.0,25748.0,0.4962,0.6685,0.2649,1,942.0,13060.0,3132.0,10500.0,3525.0,46700,20.0,51339.0,60398.0,0.16,9399.0
3426,The Evergreen State College,Olympia,WA,3,22.0,0.9946,630.0,570.0,1819.0,8529.0,29172.0,0.4323,0.6652,0.3229,1,900.0,13149.0,3525.0,13149.0,3525.0,36900,14.0,40885.0,45150.0,0.13,8267.0
3429,Gonzaga University,Spokane,WA,3,12.0,0.7615,690.0,690.0,4962.0,48470.0,48470.0,0.8511,0.92,0.7541,1,1212.0,13192.0,3787.0,10887.0,3787.0,63800,11.0,70656.0,86875.0,0.33,10231.0
3443,Northwest University,Kirkland,WA,3,21.0,0.9598,620.0,590.0,754.0,33980.0,33980.0,0.5813,0.7673,0.5271,1,930.0,9700.0,2710.0,9700.0,2710.0,46300,11.0,43698.0,64619.0,0.22,7030.0
3446,Pacific Lutheran University,Tacoma,WA,3,21.0,0.8839,693.0,683.0,2331.0,48226.0,48226.0,0.6938,0.7853,0.5922,1,942.0,11482.0,2913.0,11482.0,2913.0,53500,11.0,55287.0,68186.0,0.22,7951.0
3448,University of Puget Sound,Tacoma,WA,3,12.0,0.883,700.0,670.0,1866.0,55670.0,55670.0,0.7423,0.8799,0.6718,1,1000.0,13950.0,2514.0,13950.0,2514.0,59100,9.0,60976.0,71046.0,0.29-0.30,10904.0
3450,Saint Martin's University,Lacey,WA,3,13.0,0.7162,635.0,590.0,1347.0,40690.0,40690.0,0.6089,0.7951,0.5084,1,1000.0,12850.0,3000.0,10773.0,3000.0,51600,11.0,55325.0,66713.0,0.15-0.16,6626.0
3453,Seattle Pacific University,Seattle,WA,3,11.0,0.9195,660.0,640.0,2611.0,35646.0,35646.0,0.6594,0.8187,0.556,1,942.0,13404.0,3774.0,13404.0,3774.0,54200,13.0,58066.0,69268.0,0.25,8706.0
3454,Seattle University,Seattle,WA,3,11.0,0.8212,660.0,670.0,4233.0,49335.0,49335.0,0.749,0.8509,0.6522,1,1200.0,13035.0,3600.0,13035.0,3600.0,63200,11.0,71943.0,77365.0,0.3,9842.0
3464,Washington State University,Pullman,WA,3,32.0,0.8577,632.0,632.0,23966.0,12417.0,27733.0,0.5955,0.8087,0.3734,1,960.0,11848.0,3542.0,11848.0,3542.0,56600,15.0,59446.0,72473.0,0.2,10401.0
3465,University of Washington-Seattle Campus,Seattle,WA,3,11.0,0.5348,632.0,632.0,31367.0,12076.0,39906.0,0.8388,0.93,0.7052,1,900.0,14871.0,2793.0,14871.0,2793.0,69600,21.0,67936.0,82898.0,0.3,13684.0
3467,Western Washington University,Bellingham,WA,3,13.0,0.961,670.0,640.0,13933.0,8703.0,25930.0,0.677,0.8072,0.429,1,1011.0,13080.0,3840.0,13080.0,3840.0,50600,17.0,54409.0,66828.0,0.24,10753.0
3469,Whitman College,Walla Walla,WA,3,13.0,0.5895,725.0,730.0,1539.0,55982.0,55982.0,0.8874,0.8885,0.783,1,1400.0,13800.0,800.0,13800.0,800.0,59400,9.0,64541.0,64309.0,0.40-0.44,9376.0
3470,Whitworth University,Spokane,WA,3,21.0,0.9146,640.0,640.0,2293.0,47590.0,47590.0,0.7539,0.7876,0.6403,1,936.0,12500.0,3613.0,10647.0,3613.0,48000,11.0,51777.0,65689.0,0.25,7735.0
3472,Alderson Broaddus University,Philippi,WV,3,32.0,0.6653,580.0,530.0,706.0,30020.0,30020.0,0.3183,0.5223,0.2402,1,1500.0,9860.0,3059.0,12300.0,3611.0,47000,13.0,46327.0,55544.0,0.09-0.10,5982.0
3474,Appalachian Bible College,Mount Hope,WV,3,41.0,0.4615,605.0,585.0,167.0,15830.0,15830.0,0.5714,0.68,0.7083,1,1152.0,8560.0,2560.0,5942.0,2984.0,33200,7.0,25319.0,46579.0,0.20-0.39,3059.0
3477,Bethany College,Bethany,WV,3,41.0,0.7355,600.0,510.0,531.0,31600.0,31600.0,0.4318,0.6524,0.3591,1,1200.0,11490.0,2600.0,10580.0,2600.0,44200,12.0,39807.0,51899.0,0.07-0.08,6036.0
3478,Bluefield State University,Bluefield,WV,3,32.0,0.9686,550.0,560.0,1334.0,8784.0,15982.0,0.3233,0.6118,0.1748,1,1500.0,9400.0,3287.0,9400.0,3287.0,31900,13.0,33704.0,46031.0,0.05-0.06,6561.0
3481,University of Charleston,Charleston,WV,3,13.0,0.6971,632.0,632.0,2118.0,31350.0,31350.0,0.4304,0.7416,0.3029,1,1800.0,9950.0,2600.0,11400.0,2900.0,46800,14.0,44497.0,50731.0,0.09-0.10,6673.0
3483,Concord University,Athens,WV,3,32.0,0.9563,580.0,550.0,1345.0,8690.0,18440.0,0.4191,0.5681,0.2905,1,1100.0,9444.0,2944.0,9444.0,2944.0,35700,15.0,36738.0,45989.0,0.09,6707.0
3484,Davis & Elkins College,Elkins,WV,3,33.0,0.7761,632.0,632.0,659.0,29960.0,29960.0,0.4524,0.6711,0.3832,1,1380.0,9800.0,3118.0,8254.0,3836.0,40200,11.0,36646.0,45602.0,0.09-0.10,5705.0
3485,Fairmont State University,Fairmont,WV,3,32.0,0.9875,560.0,530.0,2908.0,7892.0,17150.0,0.4536,0.607,0.2816,1,1000.0,10022.0,2000.0,10022.0,2000.0,38400,14.0,33271.0,46372.0,0.1,6534.0
3490,Marshall University,Huntington,WV,3,13.0,0.978,600.0,550.0,7175.0,8552.0,19606.0,0.5219,0.7082,0.3412,1,1100.0,11384.0,2287.0,10054.0,3287.0,41700,17.0,39507.0,48997.0,0.09,8118.0
3499,Shepherd University,Shepherdstown,WV,3,31.0,0.9641,610.0,570.0,2299.0,7784.0,18224.0,0.4413,0.6615,0.327,1,1000.0,10848.0,2875.0,10848.0,3500.0,43000,14.0,44827.0,50759.0,0.11,7242.0
3503,West Virginia State University,Institute,WV,3,22.0,0.9655,632.0,632.0,1373.0,8437.0,14125.0,0.2963,0.5588,0.1766,1,1701.0,12886.0,2066.0,9473.0,3066.0,33800,12.0,34690.0,42744.0,0.08,6340.0
3505,West Liberty University,West Liberty,WV,3,41.0,0.7385,605.0,570.0,1653.0,8345.0,16294.0,0.4226,0.927,0.4128,1,1645.0,10020.0,4094.0,7380.0,4669.0,39500,11.0,37973.0,47863.0,0.11,6562.0
3506,West Virginia University Institute of Technology,Beckley,WV,3,13.0,0.6641,570.0,560.0,1103.0,7728.0,19296.0,0.2814,0.5699,0.1787,1,950.0,11438.0,2760.0,8580.0,2750.0,52700,12.0,49232.0,60004.0,0.15,7567.0
3507,West Virginia Wesleyan College,Buckhannon,WV,3,33.0,0.8443,600.0,580.0,978.0,32612.0,32612.0,0.5434,0.6473,0.426,1,1500.0,10054.0,3565.0,4000.0,3565.0,48800,12.0,41804.0,53994.0,0.13-0.14,6052.0
3512,West Virginia University,Morgantown,WV,3,13.0,0.8982,620.0,610.0,18878.0,8976.0,25320.0,0.6394,0.8124,0.436,1,950.0,10948.0,3250.0,8580.0,3250.0,52700,18.0,49232.0,60004.0,0.15,10947.0
3513,Wheeling University,Wheeling,WV,3,13.0,0.7807,590.0,590.0,599.0,29290.0,29290.0,0.5652,0.867,0.1848,1,1300.0,11620.0,1800.0,5400.0,1200.0,49600,12.0,53441.0,61644.0,0.15-0.16,6150.0
3516,Alverno College,Milwaukee,WI,3,11.0,0.9084,632.0,632.0,858.0,31258.0,31258.0,0.4777,0.6929,0.2455,1,768.0,8770.0,5668.0,8096.0,6772.0,40900,10.0,48548.0,0.0,0.09,6025.0
3518,Bellin College,Green Bay,WI,3,41.0,0.8529,632.0,632.0,356.0,21785.0,21785.0,0.5862,0.8649,0.4828,1,2000.0,0.0,0.0,7200.0,3000.0,62100,13.0,67288.0,0.0,0.20-0.29,7793.0
3519,Beloit College,Beloit,WI,3,13.0,0.6728,680.0,710.0,956.0,54680.0,54680.0,0.7347,0.8817,0.6684,1,1032.0,10028.0,1396.0,9042.0,1396.0,47700,10.0,51331.0,57877.0,0.21-0.22,7152.0
3521,Cardinal Stritch University,Milwaukee,WI,3,21.0,0.8891,550.0,670.0,602.0,34762.0,34762.0,0.5375,0.7013,0.4688,1,900.0,9766.0,4992.0,7200.0,5332.0,55400,6.0,51592.0,68381.0,0.1,6628.0
3522,Carroll University,Waukesha,WI,3,13.0,0.705,640.0,650.0,2799.0,35140.0,35140.0,0.6742,0.7776,0.5735,1,1144.0,11690.0,2544.0,7138.0,5076.0,47000,14.0,49690.0,60672.0,0.26,8138.0
3523,Carthage College,Kenosha,WI,3,22.0,0.7569,600.0,600.0,2616.0,33000.0,33000.0,0.6804,0.7254,0.6072,1,1200.0,12400.0,2400.0,12400.0,2400.0,50100,13.0,50630.0,64718.0,0.2,8219.0
3524,Concordia University-Wisconsin,Mequon,WI,3,21.0,0.6859,632.0,632.0,2628.0,31952.0,31952.0,0.592,0.8012,0.4148,1,1900.0,11750.0,2900.0,11750.0,2900.0,47300,12.0,48746.0,58977.0,0.16,6948.0
3525,Edgewood College,Madison,WI,3,11.0,0.9549,632.0,632.0,1147.0,32600.0,32600.0,0.6174,0.7168,0.4195,1,800.0,12050.0,2980.0,10800.0,3378.0,47600,12.0,53737.0,60875.0,0.19,6696.0
3529,Lakeland University,Plymouth,WI,3,41.0,0.8011,632.0,632.0,1396.0,31316.0,31316.0,0.4341,0.7312,0.3463,1,1100.0,10692.0,3720.0,7726.0,6028.0,45100,15.0,47961.0,60463.0,0.12,6939.0
3531,Lawrence University,Appleton,WI,3,13.0,0.7496,730.0,730.0,1468.0,52401.0,52401.0,0.8046,0.8865,0.6904,1,900.0,11184.0,1425.0,8145.0,3999.0,48700,8.0,49481.0,51301.0,0.25-0.26,8336.0
3532,Maranatha Baptist University,Watertown,WI,3,31.0,0.803,640.0,590.0,563.0,18050.0,18050.0,0.5682,0.7838,0.4161,1,1380.0,7980.0,3000.0,11540.0,3000.0,38700,12.0,33632.0,54293.0,0.30-0.34,3418.0
3533,Marian University,Fond Du Lac,WI,3,13.0,0.7627,520.0,560.0,1144.0,29130.0,29130.0,0.5584,0.6548,0.4051,1,800.0,7920.0,3100.0,5100.0,4100.0,46700,12.0,51463.0,56552.0,0.16,5890.0
